,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
486,486,486,Warrior Met Coal Inc.,METALS & MINING UPSTREAM,[4] Significant,[4] Moderately high risk,"Warrior Met Coal, Inc. produces and exports non-thermal metallurgical coal for the steel industry.",4.05,0.0,-1.22,-0.36,-0.47,39.0,37.9,32.8,40.6,17.9,HCC
487,487,487,Archrock Inc.,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"Archrock, Inc., together with its subsidiaries, operates as an energy infrastructure company in the United States.",0.19,3.71,0.19,0.01,0.08,2.78,3.87,26.1,42.9,6.6,AROC
488,488,488,Aris Water Solutions Inc.,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions.",0.33,2.56,0.33,-0.08,-0.03,4.71,5.32,19.3,39.5,4.08,ARIS
489,489,489,Cheniere Energy Inc.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"Cheniere Energy, Inc., an energy infrastructure company, primarily engages in the liquefied natural gas (LNG) related businesses in the United States.",0.31,1.33,0.37,0.28,0.36,7.38,14.9,78.4,84.5,30.5,LNG
490,490,490,Cheniere Energy Partners L.P.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"Cheniere Energy Partners, L.P., through its subsidiaries, provides liquefied natural gas (LNG) to integrated energy companies, utilities, and energy trading companies worldwide.",0.19,2.7,0.2,0.19,0.32,3.78,6.95,52.1,59.1,21.4,CQP
491,491,491,DT Midstream Inc.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"DT Midstream, Inc., together with its subsidiaries, provides integrated natural gas services in the United States.",0.24,4.78,0.25,0.01,0.09,5.32,4.48,50.7,70.4,3.86,DTM
492,492,492,Enlink Midstream LLC,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"EnLink Midstream, LLC provides midstream energy services in the United States.",0.26,3.16,0.26,0.17,0.28,4.5,5.39,10.4,19.9,5.93,ENLC
493,493,493,Enterprise Products Partners L.P.,MIDSTREAM ENERGY,[3] Intermediate,[3] Intermediate risk,"Enterprise Products Partners L.P. provides midstream energy services to producers and consumers of natural gas, natural gas liquids (NGLs), crude oil, petrochemicals, and refined products.",,3.31,,,,,6.95,13.1,17.7,7.12,EPD
494,494,494,Enviva Inc.,MIDSTREAM ENERGY,[6] Highly leveraged (was [5]),[3] Intermediate risk,"Enviva Inc. produces, processes, and sells utility-grade wood pellets.",-0.03,34.1,-0.04,-0.19,-0.11,-0.38,0.29,-9.96,1.46,-3.33,EVA
495,495,495,Equitrans Midstream,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"Equitrans Midstream Corporation owns, operates, acquires, and develops midstream assets in the Appalachian Basin.",0.13,7.04,0.14,0.09,0.12,2.38,2.45,49.1,73.8,4.52,ETRN
496,496,496,Ferrellgas Partners L.P.,MIDSTREAM ENERGY,[6] Highly leveraged,[3] Intermediate risk,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies.",0.12,5.74,0.13,0.08,0.11,2.69,3.78,11.3,16.1,11.4,FGPR
497,497,497,FTAI Infrastructure Inc.,MIDSTREAM ENERGY,[6] Highly leveraged,[3] Intermediate risk,"FTAI Infrastructure Inc. focuses on acquiring, developing, and operating assets and businesses that represent infrastructure for customers in the transportation and energy industries in North America.",-0.0,34.1,-0.01,-0.11,-0.1,-0.08,0.42,-16.3,9.14,-1.49,FIP
498,498,498,Genesis Energy L.P.,MIDSTREAM ENERGY,[6] Highly leveraged,[3] Intermediate risk,"Genesis Energy, L.P. operates in the midstream segment of the crude oil and natural gas industry.",0.13,6.13,0.13,-0.02,-0.01,2.13,2.66,10.4,19.2,3.71,GEL
499,499,499,Kinder Morgan Inc.,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"Kinder Morgan, Inc. operates as an energy infrastructure company primarily in North America.",0.2,4.91,0.2,0.07,0.16,3.61,3.69,27.7,42.0,4.12,KMI
500,500,500,Kinetik Holdings Inc,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,Kinetik Holdings Inc. operates as a midstream company in the Texas Delaware Basin.,0.16,8.04,0.17,0.08,0.16,3.02,2.43,14.1,37.1,1.81,KNTK
501,501,501,Marathon Petroleum Corp.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company primarily in the United States.",,0.92,,,,,32.1,9.08,11.3,13.6,MPC
502,502,502,Martin Midstream Partners L.P.,MIDSTREAM ENERGY,[6] Highly leveraged,[3] Intermediate risk,"Martin Midstream Partners L.P., together with its subsidiaries, provides terminalling, processing, storage, and packaging services for petroleum products and by-products primarily in the United States.",0.28,2.3,0.29,0.21,0.22,2.28,3.48,17.3,23.6,19.1,MMLP
503,503,503,NuStar Energy L.P.,MIDSTREAM ENERGY,[6] Highly leveraged,[3] Intermediate risk,"NuStar Energy L.P. engages in the transportation terminalling and storage of petroleum products and renewable fuels, and transportation of anhydrous ammonia in the United States and internationally.",0.14,4.67,0.14,0.1,0.3,2.13,3.16,29.0,44.6,6.36,NS
504,504,504,ONEOK Inc.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"ONEOK, Inc. engages in gathering, processing, fractionation, storage, transportation, and marketing of natural gas and natural gas liquids (NGL) in the United States.",0.18,5.98,0.29,0.2,0.32,5.44,5.01,17.0,20.9,6.36,OKE
505,505,505,Plains All American Pipeline L.P.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"Plains All American Pipeline, L.P., through its subsidiaries, engages in the pipeline transportation, terminalling, storage, and gathering of crude oil and natural gas liquids (NGL) in the United States and Canada.",0.34,3.01,0.36,0.36,0.36,7.07,6.52,2.79,4.94,3.85,PAA
506,506,506,Suburban Propane Partners L.P.,MIDSTREAM ENERGY,[5] Aggressive,[3] Intermediate risk,"Suburban Propane Partners, L.P., through its subsidiaries, engages in the retail marketing and distribution of propane, renewable propane, fuel oil, and refined fuels in the United States.",0.15,4.57,0.16,0.12,0.18,2.73,3.98,13.8,18.5,6.54,SPH
507,507,507,Targa Resources Corp.,MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"Targa Resources Corp., together with its subsidiary, Targa Resources Partners LP, owns, operates, acquires, and develops a portfolio of complementary domestic midstream infrastructure assets in North America.",0.25,3.17,0.25,0.06,0.13,4.67,5.92,16.4,24.7,9.6,TRGP
508,508,508,Williams Cos. Inc. (The),MIDSTREAM ENERGY,[4] Significant,[3] Intermediate risk,"The Williams Companies, Inc., together with its subsidiaries, operates as an energy infrastructure company primarily in the United States.",0.22,3.85,0.24,0.14,0.23,4.8,5.14,42.4,63.2,6.7,???
509,509,509,Baker Hughes Co.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[3] Intermediate,[4] Moderately high risk,Baker Hughes Company provides a portfolio of technologies and services to energy and industrial value chain worldwide.,0.45,0.9,0.74,0.44,0.76,10.2,15.3,10.4,14.6,7.47,BKR
510,510,510,Bristow Group Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,Bristow Group Inc. provides vertical flight solutions.,0.02,4.27,0.02,-0.15,-0.14,0.32,3.6,4.79,11.6,,VTOL
511,511,511,ChampionX Corp.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[3] Intermediate (was [4]),[4] Moderately high risk,"ChampionX Corporation provides chemistry solutions, artificial lift systems, and engineered equipment and technologies to oil and gas companies worldwide.",0.76,0.52,1.29,0.95,1.79,9.07,13.5,13.6,19.9,13.4,CHX
512,512,512,Forum Energy Technologies Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[5] Aggressive,[4] Moderately high risk,"Forum Energy Technologies, Inc. designs, manufactures, and distributes products serving the oil, natural gas, industrial, and renewable energy industries in the United States and internationally.",0.06,2.38,0.05,0.01,0.05,0.55,3.01,2.83,7.51,2.22,FET
513,513,513,Halliburton Co.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[3] Intermediate,[4] Moderately high risk,Halliburton Company provides products and services to the energy industry worldwide.,0.38,1.23,0.52,0.31,0.51,7.27,11.5,17.7,22.1,14.4,HAL
514,514,514,Helmerich & Payne Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[2] Modest,[4] Moderately high risk,"Helmerich & Payne, Inc., together with its subsidiaries, provides drilling services and solutions for exploration and production companies.",1.51,0.27,3.3,1.55,3.41,47.6,52.1,18.1,31.4,9.7,HP
515,515,515,KLX Energy Services Holdings Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,"KLX Energy Services Holdings, Inc. provides drilling, completions, production, and well intervention services and products to the onshore oil and gas producing regions of the United States.",0.25,1.84,0.3,0.12,0.12,2.45,3.95,8.2,15.6,,KLXE
516,516,516,Nabors Industries Ltd.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,Nabors Industries Ltd. provides drilling and drilling-related services for land-based and offshore oil and natural gas wells in the United States and internationally.,0.2,2.27,0.3,0.05,0.05,3.44,4.99,8.98,30.4,4.09,NBR
517,517,517,Nine Energy Service Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,"Nine Energy Service, Inc. operates as an onshore completion services provider that targets unconventional oil and gas resource development in North American basins and internationally.",0.08,3.97,0.08,-0.02,-0.02,0.64,1.91,4.98,11.5,5.83,NINE
518,518,518,NOV Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[2] Modest,[4] Moderately high risk,"NOV Inc. designs, constructs, manufactures, and sells systems, components, and products for oil and gas drilling and production, and industrial and renewable energy sectors in the United States and internationally.",0.06,1.32,0.09,-0.09,-0.04,1.63,13.4,8.18,12.0,5.44,NVAX
519,519,519,Oceaneering International Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[5] Aggressive,[4] Moderately high risk,"Oceaneering International, Inc. provides engineered services and products, and robotic solutions to the offshore energy, defense, aerospace, manufacturing, and entertainment industries worldwide.",0.25,0.88,0.54,0.28,0.28,5.75,12.1,7.48,11.8,7.87,OII
520,520,520,Patterson-UTI Energy Inc.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[3] Intermediate,[4] Moderately high risk,"Patterson-UTI Energy, Inc., through its subsidiaries, provides contract drilling services to oil and natural gas operators in the United States and internationally.",0.75,1.08,0.79,0.3,0.54,19.0,22.3,10.9,28.5,6.45,PTEN
521,521,521,Schlumberger Ltd.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[3] Intermediate,[4] Moderately high risk,Schlumberger Limited engages in the provision of technology for the energy industry worldwide.,0.52,1.02,0.75,0.47,0.72,13.2,17.2,16.6,21.9,10.6,SCL.MU
522,522,522,TechnipFMC PLC,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[4] Significant,[4] Moderately high risk,"TechnipFMC plc engages in the oil and gas projects, technologies, and systems and services businesses in Europe, Central Asia, North and Latin America, the Asia Pacific, Africa, and the Middle East. The Subsea segment engages in the design, engineering, procurement, manufacturing, fabrication, installation, and life of field services for subsea systems, subsea field infrastructure, and subsea pipe systems used in oil and gas production and transportation.",0.65,0.13,5.99,4.05,6.2,7.81,10.0,6.51,11.3,6.49,FTI
523,523,523,Transocean Ltd.,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide.",0.02,9.62,0.02,-0.04,-0.04,0.25,1.14,-3.0,25.1,-0.29,RIG
524,524,524,Vantage Drilling International,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[5] High risk,"Vantage Drilling International, an offshore drilling company, provides offshore contract drilling services worldwide.",-0.04,1.85,-0.08,-0.16,-0.11,-0.34,2.67,8.24,26.6,2.29,VTDRF
525,525,525,Weatherford International PLC,"OIL & GAS DRILLING, EQUIPMENT & SERVICES",[6] Highly leveraged,[4] Moderately high risk,"Weatherford International plc, an energy services company, provides equipment and services for the drilling, evaluation, completion, production, and intervention of oil, geothermal, and natural gas wells worldwide.",0.4,0.8,0.75,0.57,0.62,4.57,7.58,16.0,22.3,17.3,WFRD
526,526,526,Antero Resources Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Antero Resources Corporation, an independent oil and natural gas company, engages in the development, production, exploration, and acquisition of natural gas, natural gas liquids (NGLs), and oil properties in the United States.",0.22,1.49,0.22,-0.03,,8.44,25.7,11.3,27.9,2.7,AR
527,527,527,Berry Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[6] Highly leveraged (was [5]),[4] Moderately high risk,"Berry Corporation, an independent upstream energy company, engages in the development and production of conventional oil reserves in the western United States.",0.49,2.26,0.63,0.33,0.68,6.74,5.9,4.01,21.9,1.91,BRY
528,528,528,California Resources Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,California Resources Corporation operates as an independent oil and natural gas exploration and production company in the United States.,0.97,0.19,1.79,1.25,2.06,11.2,16.3,23.9,31.2,17.1,CRC
529,529,529,Callon Petroleum Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant (was [5]),[4] Moderately high risk,"Callon Petroleum Company, an independent oil and natural gas company, focuses on the acquisition, exploration, and development of oil and natural gas properties in West Texas.",0.57,2.11,0.57,-0.09,-0.06,6.09,5.05,15.8,38.7,4.1,CPE
530,530,530,Chesapeake Energy Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,Chesapeake Energy Corporation operates as an independent exploration and production company in the United States.,1.12,0.27,2.27,0.53,1.33,22.9,37.4,36.4,61.8,10.9,CHK
531,531,531,Chevron Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[2] Modest,[4] Moderately high risk,"Chevron Corporation, through its subsidiaries, engages in the integrated energy and chemicals operations in the United States and internationally.",1.73,0.35,2.43,1.35,3.15,75.9,90.0,12.7,21.6,8.32,CVX
532,532,532,Chord Energy Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,Chord Energy Corporation operates as an independent exploration and production company in the United States.,4.25,0.05,16.57,8.33,15.19,63.6,70.6,37.9,54.3,16.2,CHRD
533,533,533,Civitas Resources Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Civitas Resources, Inc., an exploration and production company, focuses on the acquisition, development, and production of oil and natural gas in the Rocky Mountain region, primarily in the Wattenberg Field of the Denver-Julesburg Basin of Colorado.",0.5,1.68,-5.45,8.28,5.39,19.0,22.0,35.7,66.3,9.13,CIVI
534,534,534,CNX Resources Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"CNX Resources Corporation, an independent natural gas and midstream company, engages in the acquisition, exploration, development, and production of natural gas properties in the Appalachian Basin.",0.34,0.86,0.34,0.06,0.2,5.69,19.2,153.1,182.7,23.2,CNX
535,535,535,Comstock Resources Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Comstock Resources, Inc., an independent energy company, engages in the acquisition, exploration, development, and production of natural gas and oil properties in the United States.",0.38,3.22,0.38,-0.16,-0.11,6.02,4.96,14.5,53.3,2.94,CRK
536,536,536,ConocoPhillips,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids in the United States, Canada, China, Libya, Malaysia, Norway, the United Kingdom, and internationally.",1.02,0.52,1.53,0.67,1.51,25.6,32.1,28.4,42.8,15.3,COP
537,537,537,Coterra Energy Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Coterra Energy Inc., an independent oil and gas company, engages in the development, exploration, and production of oil, natural gas, and natural gas liquids in the United States.",1.45,0.41,2.33,0.99,1.26,38.9,40.4,37.9,66.8,8.73,CTRA
538,538,538,Crescent Energy Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[5] Aggressive,[4] Moderately high risk,"Crescent Energy Company, an energy company, acquires, develops, and produces crude oil, natural gas, and natural gas liquids (NGLs) reserves.",0.43,1.46,0.66,-0.33,-0.31,6.37,8.92,18.5,48.2,5.51,CRGY
539,539,539,Devon Energy Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[2] Modest,[4] Moderately high risk,"Devon Energy Corporation, an independent energy company, explores for, develops, and produces oil, natural gas, and natural gas liquids in the United States.",1.04,0.78,1.24,0.53,1.11,17.9,20.1,33.2,50.4,17.2,DVN
540,540,540,Diamondback Energy Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Diamondback Energy, Inc., an independent oil and natural gas company, acquires, develops, explores, and exploits unconventional, onshore oil and natural gas reserves in the Permian Basin in West Texas.",0.87,1.02,0.95,0.19,0.58,30.1,30.9,54.6,76.5,11.7,FANG
541,541,541,EOG Resources Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[2] Modest,[4] Moderately high risk,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, natural gas liquids, and natural gas primarily in producing basins in the United States, the Republic of Trinidad and Tobago and internationally.",2.36,0.0,-23.72,-10.78,-20.04,76.6,96.3,41.0,56.7,18.7,EOG
542,542,542,EQT Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,EQT Corporation operates as a natural gas production company in the United States.,0.54,1.35,0.55,0.2,0.28,14.5,19.5,50.6,85.8,8.38,EQT
543,543,543,Exxon Mobil Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[2] Modest,[4] Moderately high risk,Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States and internationally.,1.33,0.15,5.52,3.33,6.59,65.2,80.0,14.9,20.1,12.5,XOM
544,544,544,Gulfport Energy Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[6] Highly leveraged,[4] Moderately high risk,"Gulfport Energy Corporation engages in the acquisition, exploration, development, and production of natural gas, crude oil, and natural gas liquids in the United States.",1.14,0.36,1.06,0.29,0.44,12.9,31.1,112.2,136.7,51.1,GPOR
545,545,545,Hess Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas.",0.41,1.43,0.5,-0.02,0.05,8.25,11.6,29.4,49.6,10.3,HES
546,546,546,Kosmos Energy Ltd.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Kosmos Energy Ltd., together with its subsidiaries, engages in the exploration, development, and production of oil and gas along the Atlantic Margins in the United States.",0.32,2.01,0.33,-0.07,-0.07,7.98,11.9,40.5,67.3,13.4,KOS
547,547,547,Magnolia Oil & Gas Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Magnolia Oil & Gas Corporation, an independent oil and natural gas company, engages in the acquisition, development, exploration, and production of oil, natural gas, and natural gas liquids reserves in the United States.",2.09,0.01,101.52,51.12,85.92,28.0,30.7,43.6,71.6,15.1,MGY
548,548,548,Marathon Oil Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Marathon Oil Corporation, an independent exploration and production company, engages in exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas in the United States and internationally.",0.72,1.25,0.74,0.37,0.69,12.0,12.9,32.0,66.8,7.51,MRO
549,549,549,Matador Resources Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Matador Resources Company, an independent energy company, engages in the exploration, development, production, and acquisition of oil and natural gas resources in the United States.",0.85,1.12,0.87,0.15,0.19,15.4,15.9,42.9,68.5,13.9,MTDR
550,550,550,Murphy Oil Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate (was [4]),[4] Moderately high risk,"Murphy Oil Corporation, together with its subsidiaries, operates as an oil and gas exploration and production company in the United States, Canada, and internationally.",0.84,0.74,0.99,0.37,0.55,15.9,21.8,30.1,57.9,8.33,MUR
551,551,551,National Fuel Gas Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,National Fuel Gas Company operates as a diversified energy company.,0.44,2.28,0.44,0.01,0.08,8.87,8.71,35.4,56.4,8.11,NFG
552,552,552,Northern Oil and Gas Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant (was [5]),[4] Moderately high risk,"Northern Oil and Gas, Inc., an independent energy company, engages in the acquisition, exploration, exploitation, development, and production of crude oil and natural gas properties in the United States.",0.64,1.13,0.65,-0.36,-0.29,8.66,11.8,65.1,92.6,23.1,NOG
553,553,553,Occidental Petroleum Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, and North Africa.",0.59,1.4,0.63,0.31,0.49,13.0,14.7,21.1,46.1,7.31,OXY
554,554,554,Ovintiv Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Ovintiv Inc., together with its subsidiaries, explores, develops, produces, and markets natural gas, oil, and natural gas liquids in the United States and Canada.",0.52,1.54,0.83,0.23,0.42,11.2,14.0,26.4,40.6,13.2,OVV
555,555,555,Permian Resources Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[5] Aggressive,[4] Moderately high risk,"Permian Resources Corporation, an independent oil and natural gas company, focuses on the development of crude oil and related liquids-rich natural gas reserves in the United States.",0.81,1.12,0.88,0.14,0.23,12.3,12.3,35.4,65.2,7.54,PR
556,556,556,Pioneer Natural Resources Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[2] Modest,[4] Moderately high risk,Pioneer Natural Resources Company operates as an independent oil and gas exploration and production company in the United States.,1.47,0.55,1.57,0.72,1.46,55.2,64.1,33.1,48.0,14.0,PXD
557,557,557,Range Resources Corp.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[3] Intermediate,[4] Moderately high risk,"Range Resources Corporation operates as an independent natural gas, natural gas liquids (NGLs), crude oil, and condensate company in the United States.",0.54,0.87,0.62,0.23,0.32,7.89,14.7,52.2,67.7,16.1,RRC
558,558,558,SM Energy Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"SM Energy Company, an independent energy company, engages in the acquisition, exploration, development, and production of oil, gas, and natural gas liquids in the state of Texas.",0.98,0.51,1.58,0.48,0.78,17.2,21.4,43.5,73.9,12.4,SM
559,559,559,Southwestern Energy Co.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States.",0.61,0.64,0.62,0.08,0.09,17.7,44.7,48.6,94.8,21.0,SWN
560,560,560,Talos Energy Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[4] Significant,[4] Moderately high risk,"Talos Energy Inc., through its subsidiaries, engages in the exploration and production of oil, natural gas, and natural gas liquids in the United States and Mexico. It also engages in the development of carbon capture and sequestration activities.",0.42,1.11,0.71,-0.05,0.02,3.16,6.73,19.7,67.7,6.79,TALO
561,561,561,Vital Energy Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[5] Aggressive,[4] Moderately high risk,"Vital Energy, Inc., an independent energy company, engages in the acquisition, exploration, and development of oil and natural gas properties in the Permian Basin of West Texas, the United States.",0.46,1.37,0.47,-0.38,-0.38,5.43,8.44,42.4,72.4,12.1,VTLE
562,562,562,W&T Offshore Inc.,"OIL & GAS INTEGRATED, EXPLORATION & PRODUCTION",[6] Highly leveraged,[4] Moderately high risk,"W&T Offshore, Inc., an independent oil and natural gas producer, engages in the acquisition, exploration, and development of oil and natural gas properties in the Gulf of Mexico. The company sells crude oil, natural gas liquids, and natural gas.",0.22,1.91,0.38,-0.0,-0.0,1.87,2.75,-0.68,22.5,-0.46,W
563,563,563,CVR Energy Inc.,OIL & GAS REFINING & MARKETING,[5] Aggressive,[4] Moderately high risk,"CVR Energy, Inc., together with its subsidiaries, engages in the petroleum refining and marketing, and nitrogen fertilizer manufacturing activities in the United States.",0.42,1.14,0.57,0.42,0.69,7.47,11.4,12.2,15.4,24.7,CVI
564,564,564,Delek US Holdings Inc.,OIL & GAS REFINING & MARKETING,[4] Significant,[4] Moderately high risk,"Delek US Holdings, Inc. engages in the integrated downstream energy business in the United States.",0.37,2.84,0.52,0.52,0.52,3.19,2.15,1.76,3.84,4.49,DK
565,565,565,HF Sinclair Corp.,OIL & GAS REFINING & MARKETING,[3] Intermediate,[4] Moderately high risk,HF Sinclair Corporation operates as an independent energy company.,0.71,0.64,1.23,1.03,1.74,12.0,15.2,7.01,8.68,10.3,DINO
566,566,566,Phillips 66,OIL & GAS REFINING & MARKETING,[3] Intermediate,[4] Moderately high risk,"Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally.",0.34,1.64,0.41,0.27,0.61,8.33,12.4,5.44,6.78,9.6,PSX
567,567,567,Valero Energy Corp.,OIL & GAS REFINING & MARKETING,[4] Significant,[4] Moderately high risk,"Valero Energy Corporation manufactures, markets, and sells petroleum-based and low-carbon liquid transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, Latin America, Mexico, Peru, and internationally.",0.73,0.47,1.28,1.15,2.07,15.6,26.2,8.6,10.5,18.8,VLO
568,568,568,"Vertex Energy, Inc.",OIL & GAS REFINING & MARKETING,[4] Significant,[4] Moderately high risk,"Vertex Energy, Inc., an energy transition company that focuses on the production and distribution of conventional and alternative fuels.",0.11,3.16,0.21,-0.44,-0.44,0.44,1.09,2.26,3.08,7.4,VTNR
569,569,569,AerCap Holdings N.V.,OPERATING LEASING,[4] Significant,[3] Intermediate risk,"AerCap Holdings N.V. engages in the lease, financing, sale, and management of commercial flight equipment in China, Hong Kong, Macau, the United States, Ireland, and internationally.",0.11,10.5,0.12,-0.02,0.04,2.91,2.36,51.1,53.9,3.84,AER
570,570,570,Air Lease Corp.,OPERATING LEASING,[3] Intermediate,[3] Intermediate risk,"Air Lease Corporation, an aircraft leasing company, engages in the purchase and leasing of commercial jet aircraft to airlines worldwide.",0.09,0.0,0.09,-0.06,-0.05,2.46,,52.0,,3.38,AL
